time,x,y,vx,vy
340.314,388.742,31.173,13.224,17.700
341.253,389.134,31.412,12.934,17.730
342.198,389.518,31.646,12.638,17.760
343.151,389.892,31.873,12.336,17.790
344.111,390.258,32.096,12.030,17.820
345.077,390.614,32.312,11.717,17.850
346.049,390.961,32.523,11.399,17.880
347.028,391.298,32.727,11.075,17.910
348.013,391.625,32.926,10.745,17.940
349.004,391.943,33.118,10.410,17.970
350.000,392.250,33.303,10.068,18.000
350.000,392.250,33.303,10.068,18.000
351.002,392.547,33.483,9.721,18.030
352.009,392.833,33.656,9.367,18.060
353.021,393.109,33.822,9.008,18.090
354.038,393.373,33.982,8.643,18.120
355.060,393.627,34.136,8.273,18.150
356.086,393.870,34.283,7.897,18.180
357.117,394.101,34.425,7.515,18.210
358.152,394.320,34.560,7.128,18.240
359.190,394.528,34.689,6.735,18.270
360.233,394.725,34.812,6.338,18.300
361.279,394.909,34.928,5.935,18.330
362.329,395.081,35.039,5.526,18.360
363.381,395.240,35.144,5.113,18.390
364.437,395.387,35.243,4.695,18.420
365.496,395.522,35.335,4.272,18.450
366.557,395.644,35.422,3.844,18.480
367.621,395.752,35.504,3.411,18.510
368.687,395.848,35.579,2.973,18.540
369.756,395.931,35.649,2.531,18.570
370.826,396.000,35.713,2.084,18.600
371.899,396.056,35.771,1.633,18.630
372.972,396.098,35.824,1.177,18.660
374.048,396.126,35.871,0.717,18.690
375.125,396.141,35.913,0.253,18.720
376.203,396.141,35.949,-0.216,18.750
377.282,396.128,35.979,-0.689,18.780
378.361,396.100,36.005,-1.165,18.810
379.442,396.058,36.025,-1.646,18.840
380.523,396.001,36.039,-2.131,18.870
381.604,395.930,36.048,-2.619,18.900
382.686,395.844,36.052,-3.112,18.930
383.767,395.743,36.051,-3.608,18.960
384.849,395.628,36.045,-4.108,18.990
385.930,395.497,36.034,-4.611,19.020
387.011,395.351,36.017,-5.118,19.050
388.091,395.190,35.996,-5.628,19.080
389.170,395.013,35.969,-6.141,19.110
390.249,394.821,35.938,-6.658,19.140
391.326,394.614,35.901,-7.178,19.170
392.403,394.391,35.860,-7.701,19.200
393.478,394.152,35.814,-8.227,19.230
394.552,393.897,35.763,-8.756,19.260
395.624,393.626,35.707,-9.289,19.290
396.694,393.340,35.647,-9.823,19.320
397.762,393.037,35.582,-10.361,19.350
398.829,392.718,35.512,-10.901,19.380
399.893,392.383,35.438,-11.444,19.410
400.955,392.031,35.359,-11.990,19.440
402.015,391.663,35.276,-12.538,19.470
403.072,391.279,35.188,-13.088,19.500
404.126,390.878,35.096,-13.641,19.530
405.177,390.460,35.000,-14.196,19.560
406.226,390.026,34.899,-14.753,19.590
407.271,389.575,34.794,-15.312,19.620
408.313,389.107,34.684,-15.874,19.650
409.352,388.623,34.571,-16.437,19.680
410.388,388.121,34.453,-17.002,19.710
411.419,387.603,34.331,-17.569,19.740
412.447,387.067,34.205,-18.138,19.770
413.472,386.514,34.075,-18.708,19.800
414.492,385.944,33.941,-19.280,19.830
415.508,385.357,33.803,-19.854,19.860
416.520,384.753,33.661,-20.429,19.890
417.528,384.132,33.516,-21.005,19.920
418.531,383.493,33.366,-21.583,19.950
419.530,382.837,33.212,-22.162,19.980
420.524,382.163,33.055,-22.742,20.010
421.513,381.472,32.894,-23.323,20.040
